System ID,System Name,System X,System Y,Link South (Down),Link East (Left),Link West (Right),Link North (Up),Star 1 ID,Star 1 Size,Star 1 Color,Star 1 Spectral Class,Star 1 Heat (0-10),Star 1 Flares (0-10),Star 1 Special,Star 1 Name,System Type*,Star 1 X,Star 1 Y,Star 2 ID,Star 2 Size,Star 2 Color,Star 2 Spectral Class,Star 2 Heat (0-10),Star 2 Name,Star 2 X,Star 2 Y,Binary Type*,Accretion Disk ID,ID Carryover,Accretion Disk Heat (0-10),Star 3 ID,Star 3 Size,Star 3 Color,Star 3 Spectral Class,Star 3 Heat (0-10),Star 3 Flares (0-10),Star 3 Name,Star 3 X,Star 3 Y,Plasma 0-10,Dustiness 0-10,Ambient Ionization 0-10,System Baseline Heat,"Asteroids (CSM, SML) 0-10",Roid Ice?,Sensor Interference 0-10,Turbulence 0-10,Charge Storms 0-10,Heat Storms 0-10,Combo Storms 0-10,Total Flares 0-10,Burn Rate 0-10,Planet 1 Exists?,Planet 1 ID,Planet 1 Name,Planet 1 Volcanism 0-10,(Planet 1 Roid Type),Planet 1 Size,Planet 1 Gravity,Planet 1 Tidal Lock?,Planet 1 Atmosph. Thickness 0-10,Planet 1 O2 0-10,Planet 1 CO2 0-10,Planet 1 Flamm. 0-10,Planet 1 Toxins 0-10,Planet 1 Equatorial / Dayside Temp,Planet 1 Polar / Nightside Temp,Planet 1 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 1 Polar / Nightside Volatiles Desc,Planet 1 Clouds Desc,Planet 1 Type,Planet 1 Geographic Features,Planet 1 Activity,Planet 1 X,Planet 1 Y,Planet 2 Exists?,Planet 2 ID,Planet 2 Name,Planet 2 Volcanism 0-10,(Planet 2 Roid Type),Planet 2 Size,Planet 2 Gravity,Planet 2 Tidal Lock?,Planet 2 Atmosph. Thickness 0-10,Planet 2 O2 0-10,Planet 2 CO2 0-10,Planet 2 Flamm. 0-10,Planet 2 Toxins 0-10,Planet 2 Equatorial / Dayside Temp,Planet 2 Polar / Nightside Temp,Planet 2 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 2 Polar / Nightside Volatiles Desc,Planet 2 Clouds Desc,Planet 2 Type,Planet 2 Geographic Features,Planet 2 Activity,Planet 2 X,Planet 2 Y,Planet 3 Exists?,Planet 3 ID,Planet 3 Name,Planet 3 Total Heat,Planet 3 Volcanism 0-10,(Planet 3 Roid Type),Planet 3 Size,Planet 3 Gravity,Planet 3 Tidal Lock?,Planet 3 Atmosph. Thickness 0-10,Planet 3 O2 0-10,Planet 3 CO2 0-10,Planet 3 Flamm. 0-10,Planet 3 Toxins 0-10,Planet 3 Equatorial / Dayside Temp,Planet 3 Polar / Nightside Temp,Planet 3 Cloud Density 0-10,Planet 3 Equatorial / Dayside Volatiles Desc,Planet 3 Polar / Nightside Volatiles Desc,Planet 3 Clouds Desc,Planet 3 Type,Planet 3 Geographic Features,Planet 3 Activity,Planet 3 X,Planet 3 Y,Moon 1 Exists?,Moon 1 ID,Moon 1 Planet,Moon 1 Name,Moon 1 Size,Moon 1 Gravity,Moon 1 Volcanism,Moon 1 Atmosph. Thickness 0-10,Moon 1 O2 0-10,Moon 1 CO2 0-10,Moon 1 Flamm. 0-10,Moon 1 Toxins 0-10,Moon 1 Equatorial Temp,Moon 1 Polar Temp,Moon 1 Cloud Density 0-10,Moon 1 Equatorial Volatiles Desc,Moon 1 Polar Volatiles Desc,Moon 1 Clouds Desc,Moon 1 Type,Moon 1 Geographic Features,Moon 1 Activity,Moon 1 X,Moon 1 Y,Moon 2 Exists?,Moon 2 ID,Moon 2 Planet,Moon 1 Category,Moon 2 Name,Moon 2 Size,Moon 2 Gravity,Moon 2 Volcanism,Moon 2 Atmosph. Thickness 0-10,Moon 2 O2 0-10,Moon  CO2 0-10,Moon 2 Flamm. 0-10,Moon 2 Toxins 0-10,Moon 2 Equatorial Temp,Moon 2 Polar Temp,Moon 2 Cloud Density 0-10,Moon 2 Equatorial Volatiles Desc,Moon 2 Polar Volatiles Desc,Moon 2 Clouds Desc,Moon 2 Type,Moon 2 Geographic Features,Moon 2 Activity,Moon 2 X,Moon 2 Y,Biggest GG Planet #,Trojans Exist?,(Trojans Roid Type),Leading Trojans ID,Leading Trojans Name,Leading Trojan X,Leading Trojans Y,Trailing Trojans ID,Trailing Trojans Name,Trailing Trojans X,Trailing Trojans Y,Comet 1 Exists?,Comet 1 Graphic Tail Direction,Comet 1 ID,Comet 1 X,Comet 1 Y,Comet 2 Exists?,Comet 2 Graphic Tail Direction,Comet 2 ID,Comet 2 X,Comet 2 Y
171,DSN-1715,73,-374,,170,172,189,382,Dwarf,Brown,Br.,0,0,-,DSN-1715 Alpha,Triple,202,47,383,Dwarf,Red,M,1,DSN-1715 Beta,-202,-47,Detached,,383,,384,Dwarf,Red,M,1,10,DSN-1715 Gamma,-919,-179,0,0,0,0,3,Ice,1,0,0,0,0,7,0,Exists,385,DSN-1715 Alpha I,,,Small,Massive,1,11,0,0,9,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",282,11,Exists,386,DSN-1715 Beta I,,,Small,Massive,1,11,10,3,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-151,-128,Exists,387,DSN-1715 Gamma I,5,,,Medium,Massive,0,11,2,4,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-1028,-223,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,292.5,388,-92,-174
172,DSN-1723,127,-360,154,171,,,389,Dwarf,Red,M,1,10,-,DSN-1723 Alpha,Triple,95,64,390,Dwarf,Yellow,G,3,DSN-1723 Beta,-95,-64,Detached,,390,,391,Dwarf,Red,M,1,10,DSN-1723 Gamma,359,-736,0,0,0,0,10,No Ice,3,0,0,0,0,8,0,Exists,392,DSN-1723 AB I,,Carbonaceous,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,44,-361,Exists,393,DSN-1723 AB II,4,,Medium,Medium,0,6,0,0,0,2,6,5,10,,Polar Water Oceans,Total Water Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Volcanoes, Water Lakes, Water Rivers, Canyons, Water Oceans","Day/Night Rotation, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Water Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Water Dew, Hurricanes, Tsunamis, Sea Storms, Water-Spouts",-57,466,Exists,394,DSN-1723 Gamma I,8,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,253,-584,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
173,DSN-1737,147,-321,,,174,191,395,Dwarf,White,W.,11,10,Cataclysmic Variable,DSN-1737 Alpha,Triple,35,-60,396,Dwarf,Red,M,1,DSN-1737 Beta,-35,60,Semidetached,397,397,1,398,Dwarf,Red,M,1,10,DSN-1737 Gamma,503,453,0,0,0,0,6,No Ice,2,2,0,0,0,10,0,Exists,399,DSN-1737 AB I,,Carbonaceous,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,-41,-209,Exists,400,DSN-1737 AB II,10,,Large,Heavy,0,5,0,0,3,5,10,9,3,Deep Equatorial Lava Ocean,Deep Polar Volcanic Crust,Abundant Ash Clouds,Lava Planet,"Lava Ocean, Polar Crust Caps","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards, Lava Tsunamis, Crust Calving",-135,-334,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,0,401,619,189
174,DSN-1740,197,-276,156,173,175,192,402,Dwarf,Yellow-White,F,4,5,-,DSN-1740,Single,0,0,,,Red,M,,,,,,,402,,,,Brown,Br.,,,,,,0,0,0,0,5,No Ice,1,0,0,0,0,2,0,Exists,403,DSN-1740 I,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-122,-275,Exists,404,DSN-1740 II,1,,Large,Heavy,0,5,0,4,0,1,4,3,0,-,,,Dry Planet,"Mountains, Plains, Dunes, Volcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Wind, Dust Devils, Dust Storms",322,582,Exists,405,DSN-1740 III,1,5,,Medium,Medium,0,4,3,2,0,2,2,1,5,Deep Global Water-Ice Shell and Subsurface Ocean,,Abundant Water Clouds,Ice-Shell Planet,"Mountains, Plains, Subsurface Water Ocean, Water Cryovolcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Water-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Water Snow, Water Frost, Avalanches",901,191,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
175,DSN-1758,242,-288,157,174,176,193,406,Dwarf,Red,M,1,10,-,DSN-1758,Single,0,0,,,Red,M,,,,,,,406,,,,Yellow-White,F,,,,,,0,0,0,0,2,Ice,1,0,0,0,0,3,0,Exists,407,DSN-1758 I,9,,Large,Heavy,0,5,5,0,0,5,3,2,3,Deep Global Sulfuric-Acid-Ice Shell and Subsurface Ocean,,Abundant Sulfuric-Acid Clouds,Ice-Shell Planet,"Mountains, Plains, Subsurface Sulfuric-Acid Ocean, Sulfuric-Acid Cryovolcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Sulfuric-Acid-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Sulfuric-Acid Snow, Sulfuric-Acid Frost, Avalanches",185,145,Exists,408,DSN-1758 II,0,,Large,Heavy,0,3,0,2,0,0,1,0,4,Deep Global Water-Ice Shell and Subsurface Ocean,,Abundant Water Clouds,Ice-Shell Planet,"Mountains, Plains, Subsurface Water Ocean, Water Cryovolcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Water-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Water Snow, Water Frost, Avalanches",-460,-360,Exists,409,DSN-1758 III,0,6,,Large,Heavy,0,9,0,0,3,5,0,0,2,Global Water-Ice Shell,,Sparse Water Clouds,Ice-Shell Planet,"Mountains, Plains","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Snow Devils, Blizzards, Lightning, Water Snow, Water Frost, Avalanches",789,-456,Exists,410,1,DSN-1758 I a,Micro,Micro,4,,,,,,3,2,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",181,185,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
176,DSN-1763,297,-239,158,175,177,,411,Dwarf,Yellow-White,F,4,5,-,DSN-1763 Alpha,Binary,2,64,412,Dwarf,Orange,K,2,DSN-1763 Beta,-2,-64,Contact,,412,,,,Red,M,,,,,,0,0,0,0,4,No Ice,1,0,0,0,0,4,0,Exists,413,DSN-1763 AB I,10,,Small,Light,0,2,1,0,0,2,10,9,3,-,,Abundant Ash Clouds,Volcanic Planet,"Volcanoes, Mountains, Plains","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Volcanic Eruptions, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards",-56,105,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,315,414,-354,-31
177,DSN-1778,318,-193,159,176,178,195,415,Dwarf,White,W.,11,10,Cataclysmic Variable,DSN-1778 Alpha,Binary,-23,-80,416,Dwarf,Red,M,1,DSN-1778 Beta,23,80,Semidetached,417,417,1,,,Red,M,,,,,,0,0,0,0,9,No Ice,2,2,0,0,0,7,0,Exists,418,DSN-1778 AB I,10,,Small,Light,0,2,1,0,0,2,10,9,3,Deep Global Lava Ocean,,Abundant Ash Clouds,Lava Planet,Lava Ocean,"Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards, Lava Tsunamis",131,209,Exists,419,DSN-1778 AB II,10,,Small,Light,0,2,0,2,0,2,11,10,3,Global Lava Ocean,,Abundant Ash Clouds,Lava Planet,"Lava Ocean, Islands","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards, Lava Tsunamis",353,-341,Exists,420,DSN-1778 AB III,9,,Carbonaceous,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-102,729,Exists,421,2,DSN-1778 AB II a,Micro,Micro,10,,,,,,10,9,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",390,-327,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,202.5,422,-156,-113
178,DSN-1787,326,-173,160,177,179,,423,Dwarf,Red,M,1,10,-,DSN-1787 Alpha,Binary,-393,-62,424,Giant,Blue-Violet,O,9,DSN-1787 Beta,197,31,Detached,,424,,,,Red,M,,,,,,0,0,0,0,7,No Ice,2,0,0,0,0,5,0,Exists,425,DSN-1787 Alpha I,10,,Small,Light,0,2,0,0,1,2,10,9,3,-,,Abundant Ash Clouds,Volcanic Planet,"Volcanoes, Mountains, Plains, Lava Lakes","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Volcanic Eruptions, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards",-523,-137,Exists,426,DSN-1787 Beta I,,,Large,Massive,1,11,0,9,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",101,29,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,292.5,427,733,-814
179,DSN-1793,348,-148,161,178,180,,428,Dwarf,Red,M,1,10,-,DSN-1793 Alpha,Binary,-357,-63,429,Dwarf,Orange,K,2,DSN-1793 Beta,357,63,Detached,,429,,,,Red,M,,,,,,0,0,0,0,6,No Ice,2,0,0,0,0,6,0,Exists,430,DSN-1793 Alpha I,1,,Large,Heavy,0,2,0,0,0,0,3,2,0,-,,,Dry Planet,"Mountains, Plains, Dunes, Volcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Wind, Dust Devils, Dust Storms",-147,-139,Exists,431,DSN-1793 Beta I,8,,Large,Heavy,1,6,0,4,0,5,6,3,10,,Deep Nightside Water-Ice Shell,Total Water Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Water-Ice Glaciers, Nightside Water-Ice Cap, Water Lakes, Water Rivers, Canyons, Water Oceans, Volcanoes","Synchronized Rotation, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Water Snow, Water Frost, Blizzards, Avalanches, Snow Devils, Water Cryvolcanic Eruptions, Ice Rain, Lightning, Water Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Water Dew",280,91,-,,,,,,,,,,,,,,,,,,,,,,,,,Exists,432,1,DSN-1793 Alpha I a,Micro,Micro,10,,,,,,3,2,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",-187,-139,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,270,433,-90,-84
180,DSN-1800,395,-137,,179,181,198,434,Dwarf,Red,M,1,10,-,DSN-1800 Alpha,Binary,-357,116,435,Dwarf,Red,M,1,DSN-1800 Beta,357,-116,Detached,,435,,,,Red,M,,,,,,0,0,0,0,7,Ice,2,0,0,0,0,7,0,Exists,436,DSN-1800 Alpha I,,,Medium,Massive,0,11,10,2,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-510,191,Exists,437,DSN-1800 Beta I,,Carbonaceous,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,290,-202,Exists,438,DSN-1800 Beta II,4,,Silicate,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,162,26,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,Exists,225,439,-466,33
181,DSN-1814,449,-138,,180,,199,440,Dwarf,Red,M,1,10,-,DSN-1814 Alpha,Binary,341,526,441,Dwarf,Yellow-White,F,4,DSN-1814 Beta,-341,-526,Detached,,441,,,,Red,M,,,,,,0,0,0,0,10,No Ice,3,0,0,0,0,5,0,Exists,442,DSN-1814 Alpha I,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,235,552,Exists,443,DSN-1814 Beta I,,Metallic,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-422,-607,Exists,444,DSN-1814 Beta II,7,10,,Small,Light,0,2,2,0,0,2,7,6,3,-,,Abundant Sulfuric-Acid Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Sulfuric-Acid Rain, Tornadoes, Storms",-606,-326,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,67.5,445,-40,41,-,,,,
182,DSN-1826,-262,-359,164,,,200,446,Dwarf,Red,M,1,10,-,DSN-1826 Alpha,Binary,-554,-499,447,Dwarf,Red,M,1,DSN-1826 Beta,554,499,Detached,,447,,,,Blue-White,A,,,,,,0,0,0,0,10,Ice,3,0,0,0,0,7,0,Exists,448,DSN-1826 Alpha I,,,Small,Massive,0,11,0,0,11,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-734,-407,Exists,449,DSN-1826 Beta I,6,,Small,Light,0,2,1,0,0,1,3,2,7,,Deep Polar Ammonia Oceans,Total Ammonia Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Volcanoes, Ammonia Lakes, Ammonia Rivers, Canyons, Ammonia Oceans","Day/Night Rotation, Meteor Impacts, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Ammonia Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Ammonia Dew, Hurricanes, Tsunamis, Sea Storms, Ammonia-Spouts",774,570,Exists,450,DSN-1826 Beta II,4,6,,Medium,Medium,0,3,2,0,0,2,4,3,8,,Partial Polar Water Oceans,Total Water Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Volcanoes, Water Lakes, Water Rivers, Canyons, Water Oceans","Day/Night Rotation, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Water Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Water Dew, Hurricanes, Tsunamis, Sea Storms, Water-Spouts",895,630,Exists,451,1,DSN-1826 Alpha I a,Micro,Micro,6,,,,,,3,2,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",-699,-426,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
183,DSN-1837,-217,-346,165,,184,201,452,Dwarf,Red,M,1,10,-,DSN-1837,Single,0,0,,,Red,M,,,,,,,452,,,,Red,M,,,,,,0,0,0,0,0,Ice,0,0,0,0,0,3,0,Exists,453,DSN-1837 I,,,Medium,Massive,1,11,0,0,3,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",21,-77,Exists,454,DSN-1837 II,5,,Medium,Medium,0,4,2,4,0,2,2,1,1,-,,Sparse Water Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms",508,-90,-,,,,,,,,,,,,,,,,,,,,,,,,,Exists,455,2,DSN-1837 II a,Micro,Micro,10,,,,,,1,0,,Surface Ice,,,Icy Minimoon,"Gravitational Rounding, Rocky Surface, Ice","Synchronized Rotation, Sunrises, Sunsets",512,-50,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
184,DSN-1840,-158,-307,166,183,185,,456,Dwarf,Red,M,1,10,-,DSN-1840 Alpha,Binary,-445,217,457,Dwarf,Blue-White,A,5,DSN-1840 Beta,445,-217,Detached,,457,,,,Red,M,,,,,,0,0,0,0,4,No Ice,1,0,0,0,0,5,0,Exists,458,DSN-1840 Alpha I,1,,Medium,Medium,0,5,3,5,0,1,7,6,8,-,,Total Water Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Volcanoes, Craters","Day/Night Rotation, Ash Rain, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Water Rain, Tornadoes, Storms",-537,423,Exists,459,DSN-1840 Beta I,,,Medium,Massive,0,11,0,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",386,-71,Exists,460,DSN-1840 Beta II,8,,,Small,Massive,0,11,0,8,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",456,-530,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,3,Exist,Icy Carb.,461,DSN-1840 Beta II Gr.,721,-364,462,DSN-1840 Beta II Tr.,180,-383,-,,,,,Exists,202.5,463,40,-376
185,DSN-1852,-110,-293,167,184,186,203,464,Dwarf,Red,M,1,10,-,DSN-1852 Alpha,Binary,170,-382,465,Dwarf,Red,M,1,DSN-1852 Beta,-170,382,Detached,,465,,,,Red,M,,,,,,0,0,0,0,9,Ice,2,0,0,0,0,7,0,Exists,466,DSN-1852 Alpha I,,,Medium,Massive,1,11,5,9,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",105,-333,Exists,467,DSN-1852 Beta I,,,Large,Massive,0,11,2,11,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-124,484,Exists,468,DSN-1852 Beta II,6,,,Medium,Massive,0,11,0,5,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-178,145,Exists,469,3,DSN-1852 Beta II a,Small,Light,3,3,0,0,0,1,6,5,0,-,,,Dry Moon,"Gravitational Rounding, Mountains, Plains, Dunes, Volcanoes, Craters","Synchronized Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms",-178,185,-,,,,,,,,,,,,,,,,,,,,,,,,3,Exist,Icy Carb.,470,DSN-1852 Beta II Gr.,31,256,471,DSN-1852 Beta II Tr.,-379,271,Exists,90,472,216,-120,-,,,,
